1	pbFwXWE99vobT6g+vPWFy93NtUU/orrIWafF01hccfM=	bE3XiWw=	329EACBE-C883-4F48-B8B6-17AA4627EFFF	2009-01-07 00:00:00
2	bawRVNrZQYQ05qF05Gz6VLilnviZmrqBReTTAGAudm0=	EjJaC3U=	A4C82398-7466-4FE6-B9EE-CEC34D116F68	2008-01-24 00:00:00
3	8BUXrZfDqO1IyHCWOYzYmqN1IhTUn3CJMpdx/UCQ3iY=	wbPZqMw=	AC3F4536-BB2E-41C5-B70D-454BE460C1BD	2007-11-04 00:00:00
4	SjLXpiarHSlz+6AG+H+4QpB/IPRzras/+9q/5Wr7tf8=	PwSunQU=	B3FA4C24-2E96-477C-A923-0CB0F6FA5C80	2007-11-28 00:00:00
5	8FYdAiY6gWuBsgjCFdg0UibtsqOcWHf9TyaHIP7+paA=	qYhZRiM=	C4D13BCF-0209-44C7-AC67-6F817FDD7F16	2007-12-30 00:00:00
6	u5kbN5n84NRE1h/a+ktdRrXucjgrmfF6wZC4g82rjHM=	a9GiLUA=	BBE788B9-8D6D-4799-87A7-7B85B6BD67DC	2013-12-16 00:00:00
7	zSqerln8T8eq3nYHC4Lx4vMuxZaxkDylVwWnP2ZT6QA=	13mu8BA=	AFD3A20A-787B-4069-92DB-AEE666C02847	2009-02-01 00:00:00
8	s+FUWADIZzXBKpcbxe4OwL2uiJmjLogJNYXXHvc1X/k=	FlCpzTU=	4FE51B60-130E-4209-9E67-28DC4D91446C	2008-12-22 00:00:00
9	fCvCTy3RwzA2LNhhhYUbT7erkb9Au5wyM2q7ReHroV0=	FTcZMvQ=	99F4F320-F05D-4FA1-BB0D-81C9425422F3	2009-01-09 00:00:00
10	/8biMrxuAtETGeIuloSrMQHBraZtZ+eU2z5OJ1Fhn6M=	K7dMpTY=	82F25F0C-5D75-4246-958A-B6DF67559D09	2009-04-26 00:00:00
11	iaZ6ky76dbOG+0Y069v4bm78UfhfGXSeYtxp4Vgd15o=	wTGciQ8=	3AF51C6F-B835-4483-94B3-8F6FD30EFDA2	2010-11-28 00:00:00
12	I9HGCr3jbwF3LYBlVsM/cOC2IHfg7ns5t2xejnWZ9Ko=	S0g9tDo=	FC239924-2C45-4BAD-BBE7-26C74CAE7526	2007-12-04 00:00:00
13	3ZuoojogvvBKmtr+iHeqWoiZNCzp6N1abPoymjp+O+4=	S7XWeXc=	80862E73-CD76-4E2E-AA80-26BD8476F736	2010-12-16 00:00:00
14	mKAlVVzgDo12qro7ZDmr3oEmCxklWc7+dYDFlC58Vv4=	BpZw68c=	28B6CB19-3E5B-4DA6-BB63-5EB981D22D4A	2010-12-23 00:00:00
15	m5ESf7VNdqsqa/s82jX/r3UK95GTrMPM4YhGw0jzS9c=	dhGWm88=	AE7E33BE-25CD-419C-9965-A3080864D3F8	2011-01-11 00:00:00
16	oaeJoTn5hbyNfemp2qzIpGTP5uNle8NRPki9Ur3Znl8=	CTdtN+Q=	AE8D247F-C6D3-4842-B34C-46061CE85303	2007-12-13 00:00:00
17	7OdV1zJ/Q0TtaAgSo1KHZAFaUhN0XjqzL9gXrnpl5BE=	nqdPuIs=	FF714E7E-B072-4F44-A63F-27380090A8E8	2007-01-19 00:00:00
18	+Six1+I1JOOR+oosTOz1L7jf/t79CUdo05d5uv+scXE=	5lT5pzE=	0106C76D-A026-48EA-A6F3-56EE3E837182	2011-01-31 00:00:00
19	+NeFaMBZDuBHjM/jVl5RQmWChbKw5O6H7LR8DAboLXc=	9S8bKmU=	2A41CB38-D36B-4A71-934D-44CBDD67DAB3	2011-02-07 00:00:00
20	QK5+W4y+v4xBQ7/grkmXPa5kK5G8kMb5qJZLpDzpLko=	QxeRrms=	79A3D7DE-ABF5-48CD-9AD4-2695C77D9B78	2010-12-31 00:00:00
21	b8i62trjF69At8pO1r2uClfiGWq0wx7w8Kz8xsOVmSs=	UDnl8iQ=	26213E6B-A19B-48EA-BDEF-E35E7CAAC119	2009-02-23 00:00:00
22	NrVTt2LIAOOd/kB3YfCaKzLbeOgefZsGTeg2z7TKzhw=	oK/J3Z0=	CC95C3EF-2F68-40AE-B5BE-D2803C650592	2008-12-05 00:00:00
23	TlZs9R2WoVp1jjfCyxE8Dtaw4OhlcKgCPbqXaOxeIW4=	xW40Ctk=	73E5DC9E-8D7F-446B-845D-C2E986F6B07A	2009-01-05 00:00:00
24	wI5v4SNv5Mg5ea0Ufy1xy966PrXWCBp8gLIhC1QTqWw=	Cog9m/Y=	1A21E3E2-DF7C-41BB-BF57-0F678011D485	2009-01-11 00:00:00
25	iYoywqstKDflRLmJwKmI/ObzZl6KQ4sX5hUgBa1Qgz0=	cHNglYA=	21BA0A6A-3DE5-4364-8A48-A1311BCD6823	2009-01-27 00:00:00
26	GCZ//7zDxPTsO9cuY1Rk0uUUc6t2jEGZwjGqXVll6Ws=	FKGTmOE=	A0E823C7-A15B-4385-B7B7-39461959A147	2008-11-24 00:00:00
27	uQaHsaafTmDMFjX9nNhAFjHaYjqeTZhlcZp4azb5Hgs=	+QS/bjA=	73753D91-15B3-43C9-A240-9A629A3DD613	2008-02-20 00:00:00
28	Li2+pm3yhRgX8v0v3JJZWL8NPgdBse1zAG1ph25sFAk=	Lanmhoo=	44BB1FA5-0F54-439E-BF09-9809AAC86B6A	2006-06-23 00:00:00
29	2sudtPUZMsjMIVXKcfx3NPWhTws5ZSHJa+pzKYnyxtU=	a1y2pAU=	82D0D80B-456E-4B5E-BA50-D01E358C827E	2009-01-16 00:00:00
